Month-year,CPI,Interest Rates,Exchange Rates,Product,Unit of Quantity,Production
16-Aug,3.6,6.82,153.7072,Electric Motors,Nos.,732
16-Sep,3.9,6.9,154.7072,Electric Motors,Nos.,773
16-Oct,4.2,6.96,155.7072,Electric Motors,Nos.,769
16-Nov,3.8,6.84,156.7072,Electric Motors,Nos.,740
16-Dec,3.7,7,157.7072,Electric Motors,Nos.,752
17-Jan,3.7,7.09,158.7072,Electric Motors,Nos.,522
17-Feb,4.2,6.95,159.7072,Electric Motors,Nos.,791
17-Mar,4.9,6.93,160.7072,Electric Motors,Nos.,827
17-Apr,4.8,6.9,161.7072,Electric Motors,Nos.,854
17-May,5,6.93,162.7072,Electric Motors,Nos.,914
17-Jun,3.9,7.07,163.7072,Electric Motors,Nos.,902
17-Jul,2.9,7.03,164.7072,Electric Motors,Nos.,864
17-Aug,3.4,6.86,165.7072,Electric Motors,Nos.,"1,530"
17-Sep,3.9,6.92,166.7072,Electric Motors,Nos.,"5,267"
17-Oct,3.8,7.01,167.7072,Electric Motors,Nos.,"3,882"
17-Nov,4,7.07,168.7072,Electric Motors,Nos.,"1,655"
17-Dec,4.6,7.04,169.7072,Electric Motors,Nos.,"4,532"
18-Jan,4.4,7.11,170.7072,Electric Motors,Nos.,"8,653"
18-Feb,3.8,7.01,171.7072,Electric Motors,Nos.,"2,053"
18-Mar,3.2,7,172.7072,Electric Motors,Nos.,"8,186"
18-Apr,3.7,7.22,173.7072,Electric Motors,Nos.,"2,662"
18-May,4.2,7.16,174.7072,Electric Motors,Nos.,"2,534"
18-Jun,5.2,7.45,175.7072,Electric Motors,Nos.,"6,063"
18-Jul,5.8,7.72,176.7072,Electric Motors,Nos.,"3,947"
18-Aug,5.8,7.94,177.7072,Electric Motors,Nos.,"2,208"
18-Sep,5.1,8.12,178.7072,Electric Motors,Nos.,"3,711"
18-Oct,6.8,8.81,179.7072,Electric Motors,Nos.,"4,975"
18-Nov,6.5,9.13,180.7072,Electric Motors,Nos.,"6,303"
18-Dec,6.2,9.73,181.7072,Electric Motors,Nos.,"2,132"
19-Jan,7.2,10.66,182.7072,Electric Motors,Nos.,"8,653"
19-Feb,8.2,10.49,183.7072,Electric Motors,Nos.,"3,316"
19-Mar,9.4,10.67,184.7072,Electric Motors,Nos.,"4,078"
19-Apr,8.8,11.18,185.7072,Electric Motors,Nos.,"4,204"
19-May,9.1,11.6,186.7072,Electric Motors,Nos.,"9,091"
19-Jun,8.9,12.43,187.7072,Electric Motors,Nos.,"4,201"
19-Jul,10.3,13.26,188.7072,Electric Motors,Nos.,"4,301"
19-Aug,11.6,13.09,189.7072,Electric Motors,Nos.,"4,064"
19-Sep,12.6,13.51,190.7072,Electric Motors,Nos.,"2,464"
19-Oct,11.1,13.67,191.7072,Electric Motors,Nos.,"2,503"
19-Nov,12.3,13.84,192.7072,Electric Motors,Nos.,"3,105"
19-Dec,12.4,13.84,193.7072,Electric Motors,Nos.,"2,600"
13-Jan,8.1,10.61,110.7072,Electric Meters,Nos.,94363
13-Feb,7.4,10.53,111.7072,Electric Meters,Nos.,"65,442"
13-Mar,6.6,10.46,112.7072,Electric Meters,Nos.,"36,735"
13-Apr,5.8,10.51,113.7072,Electric Meters,Nos.,"81,722"
13-May,5.1,10.65,114.7072,Electric Meters,Nos.,"89,505"
13-Jun,5.9,10.56,115.7072,Electric Meters,Nos.,"113,776"
13-Jul,8.3,10.2,116.7072,Electric Meters,Nos.,"80,882"
13-Aug,8.5,9.69,117.7072,Electric Meters,Nos.,"63,647"
13-Sep,7.4,9.7,118.7072,Electric Meters,Nos.,"78,583"
13-Oct,9.1,10.38,119.7072,Electric Meters,Nos.,"69,012"
13-Nov,10.9,10,120.7072,Electric Meters,Nos.,"57,663"
13-Dec,9.2,10.54,121.7072,Electric Meters,Nos.,"116,671"
14-Jan,7.9,11.02,122.7072,Electric Meters,Nos.,"94,363"
14-Feb,7.9,10.66,123.7072,Electric Meters,Nos.,"54,165"
14-Mar,8.5,10.53,124.7072,Electric Meters,Nos.,"54,165"
14-Apr,9.2,10.81,125.7072,Electric Meters,Nos.,"139,775"
14-May,8.3,10.59,126.7072,Electric Meters,Nos.,"113,076"
14-Jun,8.2,10.37,127.7072,Electric Meters,Nos.,"79,690"
14-Jul,7.9,10.38,128.7072,Electric Meters,Nos.,"81,718"
14-Aug,7,10.33,129.7072,Electric Meters,Nos.,"112,184"
14-Sep,7.7,10.3,130.7072,Electric Meters,Nos.,"131,532"
14-Oct,5.8,10.48,131.7072,Electric Meters,Nos.,"138,076"
14-Nov,4,10.41,132.7072,Electric Meters,Nos.,"156,438"
14-Dec,4.3,10.28,133.7072,Electric Meters,Nos.,"164,378"
15-Jan,3.9,10.35,134.7072,Electric Meters,Nos.,"152,650"
15-Feb,3.2,9.5,135.7072,Electric Meters,Nos.,"153,794"
15-Mar,2.5,9.31,136.7072,Electric Meters,Nos.,"125,772"
15-Apr,2.1,8.85,137.7072,Electric Meters,Nos.,"57,746"
15-May,3.2,8.61,138.7072,Electric Meters,Nos.,"86,690"
15-Jun,3.2,8.24,139.7072,Electric Meters,Nos.,"82,339"
15-Jul,1.9,7.88,140.7072,Electric Meters,Nos.,"90,373"
15-Aug,1.8,7.78,141.7072,Electric Meters,Nos.,"96,325"
15-Sep,1.3,7.78,142.7072,Electric Meters,Nos.,"74,257"
15-Oct,1.6,7.57,143.7072,Electric Meters,Nos.,"116,338"
15-Nov,2.7,7.32,144.7072,Electric Meters,Nos.,"126,871"
15-Dec,3.2,7.28,145.7072,Electric Meters,Nos.,"108,988"
16-Jan,3.3,7.15,146.7072,Electric Meters,Nos.,"85,307"
16-Feb,4,7.28,147.7072,Electric Meters,Nos.,"123,766"
16-Mar,3.9,7.13,148.7072,Electric Meters,Nos.,"131,445"
16-Apr,4.2,6.03,149.7072,Electric Meters,Nos.,"129,135"
16-May,3.2,7.07,150.7072,Electric Meters,Nos.,"122,847"
16-Jun,3.2,7.15,151.7072,Electric Meters,Nos.,"104,451"
16-Jul,4.1,6.95,152.7072,Electric Meters,Nos.,"108,185"
16-Aug,3.6,6.82,153.7072,Electric Meters,Nos.,"100,125"
16-Sep,3.9,6.9,154.7072,Electric Meters,Nos.,"97,820"
16-Oct,4.2,6.96,155.7072,Electric Meters,Nos.,"123,361"
16-Nov,3.8,6.84,156.7072,Electric Meters,Nos.,"170,990"
16-Dec,3.7,7,157.7072,Electric Meters,Nos.,"178,487"
17-Jan,3.7,7.09,158.7072,Electric Meters,Nos.,"180,405"
17-Feb,4.2,6.95,159.7072,Electric Meters,Nos.,"180,778"
17-Mar,4.9,6.93,160.7072,Electric Meters,Nos.,"187,694"
17-Apr,4.8,6.9,161.7072,Electric Meters,Nos.,"208,376"
17-May,5,6.93,162.7072,Electric Meters,Nos.,"200,908"
17-Jun,3.9,7.07,163.7072,Electric Meters,Nos.,"186,247"
17-Jul,2.9,7.03,164.7072,Electric Meters,Nos.,"129,837"
17-Aug,3.4,6.86,165.7072,Electric Meters,Nos.,"126,436"
17-Sep,3.9,6.92,166.7072,Electric Meters,Nos.,"115,942"
17-Oct,3.8,7.01,167.7072,Electric Meters,Nos.,"95,226"
17-Nov,4,7.07,168.7072,Electric Meters,Nos.,"121,853"
17-Dec,4.6,7.04,169.7072,Electric Meters,Nos.,"145,523"
18-Jan,4.4,7.11,170.7072,Electric Meters,Nos.,"133,222"
18-Feb,3.8,7.01,171.7072,Electric Meters,Nos.,"153,429"
18-Mar,3.2,7,172.7072,Electric Meters,Nos.,"169,843"
18-Apr,3.7,7.22,173.7072,Electric Meters,Nos.,"163,103"
18-May,4.2,7.16,174.7072,Electric Meters,Nos.,"157,714"
18-Jun,5.2,7.45,175.7072,Electric Meters,Nos.,"143,264"
18-Jul,5.8,7.72,176.7072,Electric Meters,Nos.,"141,358"
18-Aug,5.8,7.94,177.7072,Electric Meters,Nos.,"122,676"
18-Sep,5.1,8.12,178.7072,Electric Meters,Nos.,"124,357"
18-Oct,6.8,8.81,179.7072,Electric Meters,Nos.,"117,184"
18-Nov,6.5,9.13,180.7072,Electric Meters,Nos.,"140,295"
18-Dec,6.2,9.73,181.7072,Electric Meters,Nos.,"107,260"
19-Jan,7.2,10.66,182.7072,Electric Meters,Nos.,"133,222"
19-Feb,8.2,10.49,183.7072,Electric Meters,Nos.,"143,903"
19-Mar,9.4,10.67,184.7072,Electric Meters,Nos.,"140,704"
19-Apr,8.8,11.18,185.7072,Electric Meters,Nos.,"131,935"
19-May,9.1,11.6,186.7072,Electric Meters,Nos.,"130,968"
19-Jun,8.9,12.43,187.7072,Electric Meters,Nos.,"130,867"
19-Jul,10.3,13.26,188.7072,Electric Meters,Nos.,"141,054"
19-Aug,11.6,13.09,189.7072,Electric Meters,Nos.,"135,654"
19-Sep,12.6,13.51,190.7072,Electric Meters,Nos.,"133,100"
19-Oct,11.1,13.67,191.7072,Electric Meters,Nos.,"109,900"
19-Nov,12.3,13.84,192.7072,Electric Meters,Nos.,"80,356"
19-Dec,12.4,13.84,193.7072,Electric Meters,Nos.,"100,800"
13-Jan,8.1,10.61,110.7072,Switch Gears,Nos.,1068
13-Feb,7.4,10.53,111.7072,Switch Gears,Nos.,776
13-Mar,6.6,10.46,112.7072,Switch Gears,Nos.,633
13-Apr,5.8,10.51,113.7072,Switch Gears,Nos.,"1,048"
13-May,5.1,10.65,114.7072,Switch Gears,Nos.,833
13-Jun,5.9,10.56,115.7072,Switch Gears,Nos.,"1,044"
13-Jul,8.3,10.2,116.7072,Switch Gears,Nos.,"1,080"
13-Aug,8.5,9.69,117.7072,Switch Gears,Nos.,611
13-Sep,7.4,9.7,118.7072,Switch Gears,Nos.,569
13-Oct,9.1,10.38,119.7072,Switch Gears,Nos.,"1,359"
13-Nov,10.9,10,120.7072,Switch Gears,Nos.,"1,155"
13-Dec,9.2,10.54,121.7072,Switch Gears,Nos.,"1,273"
14-Jan,7.9,11.02,122.7072,Switch Gears,Nos.,"1,068"
14-Feb,7.9,10.66,123.7072,Switch Gears,Nos.,824
14-Mar,8.5,10.53,124.7072,Switch Gears,Nos.,824
14-Apr,9.2,10.81,125.7072,Switch Gears,Nos.,582
14-May,8.3,10.59,126.7072,Switch Gears,Nos.,559
14-Jun,8.2,10.37,127.7072,Switch Gears,Nos.,871
14-Jul,7.9,10.38,128.7072,Switch Gears,Nos.,506
14-Aug,7,10.33,129.7072,Switch Gears,Nos.,672
14-Sep,7.7,10.3,130.7072,Switch Gears,Nos.,"1,018"
14-Oct,5.8,10.48,131.7072,Switch Gears,Nos.,936
14-Nov,4,10.41,132.7072,Switch Gears,Nos.,942
14-Dec,4.3,10.28,133.7072,Switch Gears,Nos.,"1,229"
15-Jan,3.9,10.35,134.7072,Switch Gears,Nos.,"1,014"
15-Feb,3.2,9.5,135.7072,Switch Gears,Nos.,567
15-Mar,2.5,9.31,136.7072,Switch Gears,Nos.,"1,155"
15-Apr,2.1,8.85,137.7072,Switch Gears,Nos.,694
15-May,3.2,8.61,138.7072,Switch Gears,Nos.,850
15-Jun,3.2,8.24,139.7072,Switch Gears,Nos.,800
15-Jul,1.9,7.88,140.7072,Switch Gears,Nos.,"1,310"
15-Aug,1.8,7.78,141.7072,Switch Gears,Nos.,"1,380"
15-Sep,1.3,7.78,142.7072,Switch Gears,Nos.,"1,154"
15-Oct,1.6,7.57,143.7072,Switch Gears,Nos.,"1,028"
15-Nov,2.7,7.32,144.7072,Switch Gears,Nos.,864
15-Dec,3.2,7.28,145.7072,Switch Gears,Nos.,980
16-Jan,3.3,7.15,146.7072,Switch Gears,Nos.,"1,171"
16-Feb,4,7.28,147.7072,Switch Gears,Nos.,927
16-Mar,3.9,7.13,148.7072,Switch Gears,Nos.,"1,235"
16-Apr,4.2,6.03,149.7072,Switch Gears,Nos.,"1,139"
16-May,3.2,7.07,150.7072,Switch Gears,Nos.,"1,122"
16-Jun,3.2,7.15,151.7072,Switch Gears,Nos.,694
16-Jul,4.1,6.95,152.7072,Switch Gears,Nos.,615
16-Aug,3.6,6.82,153.7072,Switch Gears,Nos.,980
16-Sep,3.9,6.9,154.7072,Switch Gears,Nos.,"1,093"
16-Oct,4.2,6.96,155.7072,Switch Gears,Nos.,"1,162"
16-Nov,3.8,6.84,156.7072,Switch Gears,Nos.,"1,080"
16-Dec,3.7,7,157.7072,Switch Gears,Nos.,"1,132"
17-Jan,3.7,7.09,158.7072,Switch Gears,Nos.,"1,135"
17-Feb,4.2,6.95,159.7072,Switch Gears,Nos.,"1,025"
17-Mar,4.9,6.93,160.7072,Switch Gears,Nos.,938
17-Apr,4.8,6.9,161.7072,Switch Gears,Nos.,935
17-May,5,6.93,162.7072,Switch Gears,Nos.,"1,042"
17-Jun,3.9,7.07,163.7072,Switch Gears,Nos.,"1,036"
17-Jul,2.9,7.03,164.7072,Switch Gears,Nos.,901
17-Aug,3.4,6.86,165.7072,Switch Gears,Nos.,"1,174"
17-Sep,3.9,6.92,166.7072,Switch Gears,Nos.,"1,192"
17-Oct,3.8,7.01,167.7072,Switch Gears,Nos.,"1,193"
17-Nov,4,7.07,168.7072,Switch Gears,Nos.,"1,173"
17-Dec,4.6,7.04,169.7072,Switch Gears,Nos.,"1,130"
18-Jan,4.4,7.11,170.7072,Switch Gears,Nos.,361
18-Feb,3.8,7.01,171.7072,Switch Gears,Nos.,691
18-Mar,3.2,7,172.7072,Switch Gears,Nos.,698
18-Apr,3.7,7.22,173.7072,Switch Gears,Nos.,703
18-May,4.2,7.16,174.7072,Switch Gears,Nos.,670
18-Jun,5.2,7.45,175.7072,Switch Gears,Nos.,675
18-Jul,5.8,7.72,176.7072,Switch Gears,Nos.,446
18-Aug,5.8,7.94,177.7072,Switch Gears,Nos.,475
18-Sep,5.1,8.12,178.7072,Switch Gears,Nos.,392
18-Oct,6.8,8.81,179.7072,Switch Gears,Nos.,371
18-Nov,6.5,9.13,180.7072,Switch Gears,Nos.,369
18-Dec,6.2,9.73,181.7072,Switch Gears,Nos.,361
19-Jan,7.2,10.66,182.7072,Switch Gears,Nos.,361
19-Feb,8.2,10.49,183.7072,Switch Gears,Nos.,400
19-Mar,9.4,10.67,184.7072,Switch Gears,Nos.,383
19-Apr,8.8,11.18,185.7072,Switch Gears,Nos.,381
19-May,9.1,11.6,186.7072,Switch Gears,Nos.,362
19-Jun,8.9,12.43,187.7072,Switch Gears,Nos.,385
19-Jul,10.3,13.26,188.7072,Switch Gears,Nos.,368
19-Aug,11.6,13.09,189.7072,Switch Gears,Nos.,369
19-Sep,12.6,13.51,190.7072,Switch Gears,Nos.,399
19-Oct,11.1,13.67,191.7072,Switch Gears,Nos.,393
19-Nov,12.3,13.84,192.7072,Switch Gears,Nos.,310
19-Dec,12.4,13.84,193.7072,Switch Gears,Nos.,314
13-Jan,8.1,10.61,110.7072,Electric Transformers,Nos.,783
13-Feb,7.4,10.53,111.7072,Electric Transformers,Nos.,"2,352"
13-Mar,6.6,10.46,112.7072,Electric Transformers,Nos.,"2,891"
13-Apr,5.8,10.51,113.7072,Electric Transformers,Nos.,"2,640"
13-May,5.1,10.65,114.7072,Electric Transformers,Nos.,"2,380"
13-Jun,5.9,10.56,115.7072,Electric Transformers,Nos.,"2,473"
13-Jul,8.3,10.2,116.7072,Electric Transformers,Nos.,"1,843"
13-Aug,8.5,9.69,117.7072,Electric Transformers,Nos.,"1,329"
13-Sep,7.4,9.7,118.7072,Electric Transformers,Nos.,529
13-Oct,9.1,10.38,119.7072,Electric Transformers,Nos.,155
13-Nov,10.9,10,120.7072,Electric Transformers,Nos.,717
13-Dec,9.2,10.54,121.7072,Electric Transformers,Nos.,822
14-Jan,7.9,11.02,122.7072,Electric Transformers,Nos.,783
14-Feb,7.9,10.66,123.7072,Electric Transformers,Nos.,694
14-Mar,8.5,10.53,124.7072,Electric Transformers,Nos.,694
14-Apr,9.2,10.81,125.7072,Electric Transformers,Nos.,"1,106"
14-May,8.3,10.59,126.7072,Electric Transformers,Nos.,"1,247"
14-Jun,8.2,10.37,127.7072,Electric Transformers,Nos.,"2,178"
14-Jul,7.9,10.38,128.7072,Electric Transformers,Nos.,"2,605"
14-Aug,7,10.33,129.7072,Electric Transformers,Nos.,"2,623"
14-Sep,7.7,10.3,130.7072,Electric Transformers,Nos.,"2,817"
14-Oct,5.8,10.48,131.7072,Electric Transformers,Nos.,"2,610"
14-Nov,4,10.41,132.7072,Electric Transformers,Nos.,"2,371"
14-Dec,4.3,10.28,133.7072,Electric Transformers,Nos.,"2,164"
15-Jan,3.9,10.35,134.7072,Electric Transformers,Nos.,"1,440"
15-Feb,3.2,9.5,135.7072,Electric Transformers,Nos.,1461
15-Mar,2.5,9.31,136.7072,Electric Transformers,Nos.,"1,510"
15-Apr,2.1,8.85,137.7072,Electric Transformers,Nos.,"1,893"
15-May,3.2,8.61,138.7072,Electric Transformers,Nos.,"1,839"
15-Jun,3.2,8.24,139.7072,Electric Transformers,Nos.,"1,660"
15-Jul,1.9,7.88,140.7072,Electric Transformers,Nos.,"2,333"
15-Aug,1.8,7.78,141.7072,Electric Transformers,Nos.,"1,937"
15-Sep,1.3,7.78,142.7072,Electric Transformers,Nos.,"2,254"
15-Oct,1.6,7.57,143.7072,Electric Transformers,Nos.,"2,199"
15-Nov,2.7,7.32,144.7072,Electric Transformers,Nos.,"2,302"
15-Dec,3.2,7.28,145.7072,Electric Transformers,Nos.,"3,369"
16-Jan,3.3,7.15,146.7072,Electric Transformers,Nos.,"1,842"
16-Feb,4,7.28,147.7072,Electric Transformers,Nos.,"2,581"
16-Mar,3.9,7.13,148.7072,Electric Transformers,Nos.,"3,244"
16-Apr,4.2,6.03,149.7072,Electric Transformers,Nos.,"3,334"
16-May,3.2,7.07,150.7072,Electric Transformers,Nos.,"3,276"
16-Jun,3.2,7.15,151.7072,Electric Transformers,Nos.,"4,087"
16-Jul,4.1,6.95,152.7072,Electric Transformers,Nos.,"2,212"
16-Aug,3.6,6.82,153.7072,Electric Transformers,Nos.,"2,237"
16-Sep,3.9,6.9,154.7072,Electric Transformers,Nos.,"2,239"
16-Oct,4.2,6.96,155.7072,Electric Transformers,Nos.,"1,907"
16-Nov,3.8,6.84,156.7072,Electric Transformers,Nos.,"2,143"
16-Dec,3.7,7,157.7072,Electric Transformers,Nos.,"1,806"
17-Jan,3.7,7.09,158.7072,Electric Transformers,Nos.,"2,038"
17-Feb,4.2,6.95,159.7072,Electric Transformers,Nos.,"2,100"
17-Mar,4.9,6.93,160.7072,Electric Transformers,Nos.,"2,107"
17-Apr,4.8,6.9,161.7072,Electric Transformers,Nos.,"3,297"
17-May,5,6.93,162.7072,Electric Transformers,Nos.,"7,452"
17-Jun,3.9,7.07,163.7072,Electric Transformers,Nos.,"7,457"
17-Jul,2.9,7.03,164.7072,Electric Transformers,Nos.,"3,995"
17-Aug,3.4,6.86,165.7072,Electric Transformers,Nos.,"3,679"
17-Sep,3.9,6.92,166.7072,Electric Transformers,Nos.,"3,207"
17-Oct,3.8,7.01,167.7072,Electric Transformers,Nos.,"3,091"
17-Nov,4,7.07,168.7072,Electric Transformers,Nos.,"3,542"
17-Dec,4.6,7.04,169.7072,Electric Transformers,Nos.,"3,489"
18-Jan,4.4,7.11,170.7072,Electric Transformers,Nos.,"2,553"
18-Feb,3.8,7.01,171.7072,Electric Transformers,Nos.,"3,362"
18-Mar,3.2,7,172.7072,Electric Transformers,Nos.,"3,503"
18-Apr,3.7,7.22,173.7072,Electric Transformers,Nos.,"4,009"
18-May,4.2,7.16,174.7072,Electric Transformers,Nos.,"3,689"
18-Jun,5.2,7.45,175.7072,Electric Transformers,Nos.,"3,439"
18-Jul,5.8,7.72,176.7072,Electric Transformers,Nos.,"2,775"
18-Aug,5.8,7.94,177.7072,Electric Transformers,Nos.,"2,683"
18-Sep,5.1,8.12,178.7072,Electric Transformers,Nos.,"3,128"
18-Oct,6.8,8.81,179.7072,Electric Transformers,Nos.,"3,125"
18-Nov,6.5,9.13,180.7072,Electric Transformers,Nos.,"2,738"
18-Dec,6.2,9.73,181.7072,Electric Transformers,Nos.,"2,733"
19-Jan,7.2,10.66,182.7072,Electric Transformers,Nos.,"2,553"
19-Feb,8.2,10.49,183.7072,Electric Transformers,Nos.,"2,467"
19-Mar,9.4,10.67,184.7072,Electric Transformers,Nos.,"2,314"
19-Apr,8.8,11.18,185.7072,Electric Transformers,Nos.,"2,308"
19-May,9.1,11.6,186.7072,Electric Transformers,Nos.,"2,336"
19-Jun,8.9,12.43,187.7072,Electric Transformers,Nos.,"2,128"
19-Jul,10.3,13.26,188.7072,Electric Transformers,Nos.,"2,130"
19-Aug,11.6,13.09,189.7072,Electric Transformers,Nos.,"2,126"
19-Sep,12.6,13.51,190.7072,Electric Transformers,Nos.,"2,126"
19-Oct,11.1,13.67,191.7072,Electric Transformers,Nos.,"2,009"
19-Nov,12.3,13.84,192.7072,Electric Transformers,Nos.,"2,000"
19-Dec,12.4,13.84,193.7072,Electric Transformers,Nos.,"2,116"
13-Jan,8.1,10.61,110.7072,Tv Sets,Nos.,37597
13-Feb,7.4,10.53,111.7072,Tv Sets,Nos.,"37,939"
13-Mar,6.6,10.46,112.7072,Tv Sets,Nos.,"36,807"
13-Apr,5.8,10.51,113.7072,Tv Sets,Nos.,"33,850"
13-May,5.1,10.65,114.7072,Tv Sets,Nos.,"31,112"
13-Jun,5.9,10.56,115.7072,Tv Sets,Nos.,"33,279"
13-Jul,8.3,10.2,116.7072,Tv Sets,Nos.,"33,978"
13-Aug,8.5,9.69,117.7072,Tv Sets,Nos.,"32,638"
13-Sep,7.4,9.7,118.7072,Tv Sets,Nos.,"32,291"
13-Oct,9.1,10.38,119.7072,Tv Sets,Nos.,"34,706"
13-Nov,10.9,10,120.7072,Tv Sets,Nos.,"35,393"
13-Dec,9.2,10.54,121.7072,Tv Sets,Nos.,"38,683"
14-Jan,7.9,11.02,122.7072,Tv Sets,Nos.,"37,597"
14-Feb,7.9,10.66,123.7072,Tv Sets,Nos.,"36,951"
14-Mar,8.5,10.53,124.7072,Tv Sets,Nos.,"36,951"
14-Apr,9.2,10.81,125.7072,Tv Sets,Nos.,"34,491"
14-May,8.3,10.59,126.7072,Tv Sets,Nos.,"34,997"
14-Jun,8.2,10.37,127.7072,Tv Sets,Nos.,"34,944"
14-Jul,7.9,10.38,128.7072,Tv Sets,Nos.,"35,362"
14-Aug,7,10.33,129.7072,Tv Sets,Nos.,"35,444"
14-Sep,7.7,10.3,130.7072,Tv Sets,Nos.,"35,460"
14-Oct,5.8,10.48,131.7072,Tv Sets,Nos.,"36,205"
14-Nov,4,10.41,132.7072,Tv Sets,Nos.,"35,767"
14-Dec,4.3,10.28,133.7072,Tv Sets,Nos.,"37,927"
15-Jan,3.9,10.35,134.7072,Tv Sets,Nos.,"36,948"
15-Feb,3.2,9.5,135.7072,Tv Sets,Nos.,"36,093"
15-Mar,2.5,9.31,136.7072,Tv Sets,Nos.,"34,805"
15-Apr,2.1,8.85,137.7072,Tv Sets,Nos.,"33,608"
15-May,3.2,8.61,138.7072,Tv Sets,Nos.,"35,278"
15-Jun,3.2,8.24,139.7072,Tv Sets,Nos.,"33,558"
15-Jul,1.9,7.88,140.7072,Tv Sets,Nos.,"35,062"
15-Aug,1.8,7.78,141.7072,Tv Sets,Nos.,"37,261"
15-Sep,1.3,7.78,142.7072,Tv Sets,Nos.,"31,905"
15-Oct,1.6,7.57,143.7072,Tv Sets,Nos.,"31,754"
15-Nov,2.7,7.32,144.7072,Tv Sets,Nos.,"41,137"
15-Dec,3.2,7.28,145.7072,Tv Sets,Nos.,"37,852"
16-Jan,3.3,7.15,146.7072,Tv Sets,Nos.,"41,407"
16-Feb,4,7.28,147.7072,Tv Sets,Nos.,"40,074"
16-Mar,3.9,7.13,148.7072,Tv Sets,Nos.,"39,784"
16-Apr,4.2,6.03,149.7072,Tv Sets,Nos.,"38,770"
16-May,3.2,7.07,150.7072,Tv Sets,Nos.,"40,392"
16-Jun,3.2,7.15,151.7072,Tv Sets,Nos.,"37,807"
16-Jul,4.1,6.95,152.7072,Tv Sets,Nos.,"34,447"
16-Aug,3.6,6.82,153.7072,Tv Sets,Nos.,"34,763"
16-Sep,3.9,6.9,154.7072,Tv Sets,Nos.,"35,900"
16-Oct,4.2,6.96,155.7072,Tv Sets,Nos.,"34,590"
16-Nov,3.8,6.84,156.7072,Tv Sets,Nos.,"31,845"
16-Dec,3.7,7,157.7072,Tv Sets,Nos.,"37,071"
17-Jan,3.7,7.09,158.7072,Tv Sets,Nos.,"35,790"
17-Feb,4.2,6.95,159.7072,Tv Sets,Nos.,"39,022"
17-Mar,4.9,6.93,160.7072,Tv Sets,Nos.,"39,788"
17-Apr,4.8,6.9,161.7072,Tv Sets,Nos.,"38,390"
17-May,5,6.93,162.7072,Tv Sets,Nos.,"39,481"
17-Jun,3.9,7.07,163.7072,Tv Sets,Nos.,"37,782"
17-Jul,2.9,7.03,164.7072,Tv Sets,Nos.,"34,450"
17-Aug,3.4,6.86,165.7072,Tv Sets,Nos.,"34,635"
17-Sep,3.9,6.92,166.7072,Tv Sets,Nos.,"32,091"
17-Oct,3.8,7.01,167.7072,Tv Sets,Nos.,"31,132"
17-Nov,4,7.07,168.7072,Tv Sets,Nos.,"33,149"
17-Dec,4.6,7.04,169.7072,Tv Sets,Nos.,"32,389"
18-Jan,4.4,7.11,170.7072,Tv Sets,Nos.,"32,300"
18-Feb,3.8,7.01,171.7072,Tv Sets,Nos.,"34,373"
18-Mar,3.2,7,172.7072,Tv Sets,Nos.,"21,922"
18-Apr,3.7,7.22,173.7072,Tv Sets,Nos.,"22,198"
18-May,4.2,7.16,174.7072,Tv Sets,Nos.,"28,331"
18-Jun,5.2,7.45,175.7072,Tv Sets,Nos.,"30,096"
18-Jul,5.8,7.72,176.7072,Tv Sets,Nos.,"32,134"
18-Aug,5.8,7.94,177.7072,Tv Sets,Nos.,"32,278"
18-Sep,5.1,8.12,178.7072,Tv Sets,Nos.,"31,601"
18-Oct,6.8,8.81,179.7072,Tv Sets,Nos.,"32,858"
18-Nov,6.5,9.13,180.7072,Tv Sets,Nos.,"32,967"
18-Dec,6.2,9.73,181.7072,Tv Sets,Nos.,"32,700"
19-Jan,7.2,10.66,182.7072,Tv Sets,Nos.,"32,300"
19-Feb,8.2,10.49,183.7072,Tv Sets,Nos.,"31,104"
19-Mar,9.4,10.67,184.7072,Tv Sets,Nos.,"30,788"
19-Apr,8.8,11.18,185.7072,Tv Sets,Nos.,"30,668"
19-May,9.1,11.6,186.7072,Tv Sets,Nos.,"30,667"
19-Jun,8.9,12.43,187.7072,Tv Sets,Nos.,"30,625"
19-Jul,10.3,13.26,188.7072,Tv Sets,Nos.,"30,593"
19-Aug,11.6,13.09,189.7072,Tv Sets,Nos.,"30,525"
19-Sep,12.6,13.51,190.7072,Tv Sets,Nos.,"29,856"
19-Oct,11.1,13.67,191.7072,Tv Sets,Nos.,"29,852"
19-Nov,12.3,13.84,192.7072,Tv Sets,Nos.,"29,800"
19-Dec,12.4,13.84,193.7072,Tv Sets,Nos.,"29,840"
13-Jan,8.1,10.61,110.7072,Storage Batteries,Nos.,7242
13-Feb,7.4,10.53,111.7072,Storage Batteries,Nos.,"8,334"
13-Mar,6.6,10.46,112.7072,Storage Batteries,Nos.,"9,612"
13-Apr,5.8,10.51,113.7072,Storage Batteries,Nos.,"8,593"
13-May,5.1,10.65,114.7072,Storage Batteries,Nos.,"8,619"
13-Jun,5.9,10.56,115.7072,Storage Batteries,Nos.,"4,698"
13-Jul,8.3,10.2,116.7072,Storage Batteries,Nos.,"4,138"
13-Aug,8.5,9.69,117.7072,Storage Batteries,Nos.,"5,529"
13-Sep,7.4,9.7,118.7072,Storage Batteries,Nos.,"9,152"
